pitch_type,px,pz,des,num,gameday_link,start_speed,spin_dir,spin_rate,pfx_x,pfx_z,type,pitcher_name,event,stand
FF,-1.783,2.126,Ball,7,gid_2016_05_07_lanmlb_tormlb_1,93.7,184.813,1883.516,-0.8,9.47,B,Clayton Kershaw,Strikeout,R
SL,-0.52,0.831,Swinging Strike,7,gid_2016_05_07_lanmlb_tormlb_1,87.6,175.878,782.118,0.3,4.09,S,Clayton Kershaw,Strikeout,R
FF,-1.058,1.237,Ball,7,gid_2016_05_07_lanmlb_tormlb_1,93.1,196.76,1984.265,-2.88,9.53,B,Clayton Kershaw,Strikeout,R
FF,-1.023,2.052,Foul,7,gid_2016_05_07_lanmlb_tormlb_1,94.1,191.019,2073.259,-1.98,10.14,S,Clayton Kershaw,Strikeout,R
CU,0.035,2.857,Foul,7,gid_2016_05_07_lanmlb_tormlb_1,72.2,356.527,1907.327,-0.76,-12.6,S,Clayton Kershaw,Strikeout,R
SL,-0.566,1.478,Foul,7,gid_2016_05_07_lanmlb_tormlb_1,88.4,248.68,588.953,-2.91,1.09,S,Clayton Kershaw,Strikeout,R
CU,-0.545,-1.379,Ball,7,gid_2016_05_07_lanmlb_tormlb_1,73.6,342.914,1700.892,-3.21,-10.52,B,Clayton Kershaw,Strikeout,R
FF,-0.986,3.38,Swinging Strike,7,gid_2016_05_07_lanmlb_tormlb_1,93.8,181.49,1858.123,-0.24,9.24,S,Clayton Kershaw,Strikeout,R
FF,-1.428,1.921,Ball,8,gid_2016_05_07_lanmlb_tormlb_1,93.3,191.761,2051.943,-2.11,10.1,B,Clayton Kershaw,Double,R
FF,-0.815,2.772,Called Strike,8,gid_2016_05_07_lanmlb_tormlb_1,92.9,183.802,2037.861,-0.68,10.21,S,Clayton Kershaw,Double,R
FF,-0.234,1.85,Called Strike,8,gid_2016_05_07_lanmlb_tormlb_1,92.3,190.462,2165.265,-1.98,10.69,S,Clayton Kershaw,Double,R
SL,0.154,1.055,Ball,8,gid_2016_05_07_lanmlb_tormlb_1,89.5,246.117,603.861,-2.88,1.23,B,Clayton Kershaw,Double,R
FF,-0.023,1.833,Foul,8,gid_2016_05_07_lanmlb_tormlb_1,93.1,193.348,2434.237,-2.83,11.87,S,Clayton Kershaw,Double,R
FF,-1.644,1.762,Foul,8,gid_2016_05_07_lanmlb_tormlb_1,93.7,187.164,1694.182,-1.06,8.43,S,Clayton Kershaw,Double,R
FF,-0.199,2.416,"In play, no out",8,gid_2016_05_07_lanmlb_tormlb_1,93.8,181.49,1986.774,-0.26,9.92,X,Clayton Kershaw,Double,R
SL,-0.459,2.801,"In play, out(s)",9,gid_2016_05_07_lanmlb_tormlb_1,89.5,173.95,1355.809,0.75,7,X,Clayton Kershaw,Flyout,R
SL,0.219,2.911,Called Strike,14,gid_2016_05_07_lanmlb_tormlb_1,88,198.761,583.938,-1,2.89,S,Clayton Kershaw,Single,R
FF,-0.46,1.341,Ball,14,gid_2016_05_07_lanmlb_tormlb_1,92.6,179.781,2030.69,0.04,10.25,B,Clayton Kershaw,Single,R
SL,-0.025,1.647,Swinging Strike,14,gid_2016_05_07_lanmlb_tormlb_1,87.2,196.205,1066.449,-1.59,5.42,S,Clayton Kershaw,Single,R
FF,1.023,2.133,"In play, no out",14,gid_2016_05_07_lanmlb_tormlb_1,93.4,183.658,2281.212,-0.73,11.41,X,Clayton Kershaw,Single,R
SL,-0.433,2.079,Missed Bunt,15,gid_2016_05_07_lanmlb_tormlb_1,88.8,180.03,1185.317,0,6.17,S,Clayton Kershaw,Single,R
FF,-0.955,2.439,"In play, no out",15,gid_2016_05_07_lanmlb_tormlb_1,94.6,167.92,2301.626,2.42,11.25,X,Clayton Kershaw,Single,R
FF,-0.218,2.252,Called Strike,16,gid_2016_05_07_lanmlb_tormlb_1,93.3,183.309,2325.64,-0.68,11.64,S,Clayton Kershaw,Grounded Into DP,L
FF,0.22,2.207,Called Strike,16,gid_2016_05_07_lanmlb_tormlb_1,93.3,179.419,2243.991,0.12,11.38,S,Clayton Kershaw,Grounded Into DP,L
CU,0.379,-0.565,Ball In Dirt,16,gid_2016_05_07_lanmlb_tormlb_1,74.8,15.347,1445.542,2.43,-8.92,B,Clayton Kershaw,Grounded Into DP,L
CU,0.195,1.355,Ball,16,gid_2016_05_07_lanmlb_tormlb_1,74.4,19.627,1777.803,3.83,-10.8,B,Clayton Kershaw,Grounded Into DP,L
FF,-0.671,2.709,"In play, out(s)",16,gid_2016_05_07_lanmlb_tormlb_1,93.9,170.36,1825.776,1.53,8.98,X,Clayton Kershaw,Grounded Into DP,L
FF,-1.257,1.41,Ball,17,gid_2016_05_07_lanmlb_tormlb_1,93.8,162.772,2084.749,3.1,9.96,B,Clayton Kershaw,Single,R
SL,-0.736,1.911,Swinging Strike,17,gid_2016_05_07_lanmlb_tormlb_1,89,211.522,531.311,-1.44,2.3,S,Clayton Kershaw,Single,R
FF,-0.278,2.511,"In play, run(s)",17,gid_2016_05_07_lanmlb_tormlb_1,94.3,147.72,1724.88,4.59,7.22,X,Clayton Kershaw,Single,R
FF,-1.366,2.31,Ball,18,gid_2016_05_07_lanmlb_tormlb_1,93.7,154.318,1436.394,3.11,6.44,B,Clayton Kershaw,Strikeout,L
FF,-0.809,3.36,Foul,18,gid_2016_05_07_lanmlb_tormlb_1,93.2,180.284,2175.796,-0.05,10.89,S,Clayton Kershaw,Strikeout,L
FF,-0.125,4.478,Ball,18,gid_2016_05_07_lanmlb_tormlb_1,92.7,173.133,1886.52,1.13,9.36,B,Clayton Kershaw,Strikeout,L
SL,0.04,2.406,Foul,18,gid_2016_05_07_lanmlb_tormlb_1,88,241.486,492.824,-2.29,1.2,S,Clayton Kershaw,Strikeout,L
FF,-0.627,3.396,Foul,18,gid_2016_05_07_lanmlb_tormlb_1,93.2,169.279,2276.932,2.12,11.15,S,Clayton Kershaw,Strikeout,L
SL,0.027,1.913,Swinging Strike,18,gid_2016_05_07_lanmlb_tormlb_1,88.1,176.449,625.529,0.21,3.27,S,Clayton Kershaw,Strikeout,L
FF,1.614,2.71,Ball,25,gid_2016_05_07_lanmlb_tormlb_1,92,185.553,2241.336,-1.12,11.46,B,Clayton Kershaw,Flyout,R
SL,0.694,2.186,Swinging Strike,25,gid_2016_05_07_lanmlb_tormlb_1,86.7,160.775,1524.323,2.72,7.75,S,Clayton Kershaw,Flyout,R
SL,0.161,1.722,Foul,25,gid_2016_05_07_lanmlb_tormlb_1,85.2,208.205,709.523,-1.83,3.36,S,Clayton Kershaw,Flyout,R
CU,0.011,1.418,Foul,25,gid_2016_05_07_lanmlb_tormlb_1,73.5,359.813,1757.123,-0.04,-11.54,S,Clayton Kershaw,Flyout,R
FF,0.925,3.123,Foul,25,gid_2016_05_07_lanmlb_tormlb_1,93.1,172.188,2226.145,1.52,11.07,S,Clayton Kershaw,Flyout,R
SL,0.771,1.806,"In play, out(s)",25,gid_2016_05_07_lanmlb_tormlb_1,86.1,187.805,1022.855,-0.76,5.47,X,Clayton Kershaw,Flyout,R
SL,-0.052,2.109,Foul,26,gid_2016_05_07_lanmlb_tormlb_1,87.7,207.127,570.315,-1.41,2.71,S,Clayton Kershaw,Single,R
CU,-0.338,1.247,Ball,26,gid_2016_05_07_lanmlb_tormlb_1,73.6,1.16,1876.33,0.25,-12.31,B,Clayton Kershaw,Single,R
SL,-0.919,2.105,"In play, no out",26,gid_2016_05_07_lanmlb_tormlb_1,87.3,302.116,810.036,-3.75,-2.4,X,Clayton Kershaw,Single,R
FF,-0.564,2.519,Called Strike,27,gid_2016_05_07_lanmlb_tormlb_1,93.3,179.605,2022.821,0.07,10.19,S,Clayton Kershaw,Grounded Into DP,R
SL,-0.11,2.411,Foul,27,gid_2016_05_07_lanmlb_tormlb_1,88.8,260.546,720.656,-3.78,0.59,S,Clayton Kershaw,Grounded Into DP,R
SL,-0.133,1.053,Ball,27,gid_2016_05_07_lanmlb_tormlb_1,89.4,211.594,978.97,-2.69,4.33,B,Clayton Kershaw,Grounded Into DP,R
SL,0.182,1.712,"In play, out(s)",27,gid_2016_05_07_lanmlb_tormlb_1,87.2,232.468,1135.663,-4.84,3.67,X,Clayton Kershaw,Grounded Into DP,R
FF,-0.312,3.254,"In play, out(s)",31,gid_2016_05_07_lanmlb_tormlb_1,92.1,165.808,2286.181,2.85,11.22,X,Clayton Kershaw,Pop Out,R
FF,0.106,3.66,Ball,32,gid_2016_05_07_lanmlb_tormlb_1,91.9,169.305,2060.303,1.97,10.39,B,Clayton Kershaw,Strikeout,R
FF,-0.292,3.061,Called Strike,32,gid_2016_05_07_lanmlb_tormlb_1,92.5,177.959,2196.253,0.4,11.09,S,Clayton Kershaw,Strikeout,R
CU,0.088,1.688,Swinging Strike,32,gid_2016_05_07_lanmlb_tormlb_1,72.9,357.052,1896.566,-0.64,-12.55,S,Clayton Kershaw,Strikeout,R
SL,-0.294,1.588,Swinging Strike,32,gid_2016_05_07_lanmlb_tormlb_1,87.3,208.152,860.673,-2.17,4,S,Clayton Kershaw,Strikeout,R
FF,0.296,1.665,Called Strike,33,gid_2016_05_07_lanmlb_tormlb_1,93,174.815,2196.892,1.01,11.03,S,Clayton Kershaw,Strikeout,R
CU,0.253,0.982,Ball,33,gid_2016_05_07_lanmlb_tormlb_1,72.5,346.313,1711.216,-2.66,-10.99,B,Clayton Kershaw,Strikeout,R
SL,-0.351,1.181,Swinging Strike,33,gid_2016_05_07_lanmlb_tormlb_1,88.3,196.871,965.796,-1.5,4.89,S,Clayton Kershaw,Strikeout,R
CU,-0.612,0.902,Ball,33,gid_2016_05_07_lanmlb_tormlb_1,73.4,356.846,1683.919,-0.6,-11.02,B,Clayton Kershaw,Strikeout,R
SL,-0.547,1.068,Swinging Strike,33,gid_2016_05_07_lanmlb_tormlb_1,88.9,261.239,839.704,-4.39,0.63,S,Clayton Kershaw,Strikeout,R
FF,-0.394,4.064,Ball,37,gid_2016_05_07_lanmlb_tormlb_1,92.2,189.011,1904.293,-1.53,9.6,B,Clayton Kershaw,Strikeout,L
FF,-0.453,3.014,Foul,37,gid_2016_05_07_lanmlb_tormlb_1,91.8,186.531,1723.124,-1.02,8.86,S,Clayton Kershaw,Strikeout,L
FF,0.132,2.371,Called Strike,37,gid_2016_05_07_lanmlb_tormlb_1,92,185.262,2254.903,-1.07,11.56,S,Clayton Kershaw,Strikeout,L
SL,-0.802,-0.556,Ball,37,gid_2016_05_07_lanmlb_tormlb_1,89.9,197.009,1369.806,-2.09,6.79,B,Clayton Kershaw,Strikeout,L
FF,-0.269,1.904,Foul,37,gid_2016_05_07_lanmlb_tormlb_1,93.4,175.95,2242.125,0.8,11.24,S,Clayton Kershaw,Strikeout,L
FF,-0.222,2.921,Foul,37,gid_2016_05_07_lanmlb_tormlb_1,92.6,169.79,2006.974,1.83,10.11,S,Clayton Kershaw,Strikeout,L
SL,-0.209,0.611,Swinging Strike (Blocked),37,gid_2016_05_07_lanmlb_tormlb_1,89,215.942,1182.179,-3.62,4.95,S,Clayton Kershaw,Strikeout,L
FF,-1.025,2.572,Foul,38,gid_2016_05_07_lanmlb_tormlb_1,92.3,181.806,2393.685,-0.39,12.18,S,Clayton Kershaw,Single,R
CU,-0.662,3.163,Called Strike,38,gid_2016_05_07_lanmlb_tormlb_1,72.4,4.814,1880.93,1.03,-12.33,S,Clayton Kershaw,Single,R
SL,1.603,2.52,Ball,38,gid_2016_05_07_lanmlb_tormlb_1,89.1,191.552,578.526,-0.61,2.92,B,Clayton Kershaw,Single,R
SL,-0.881,2.918,"In play, no out",38,gid_2016_05_07_lanmlb_tormlb_1,88,177.83,466.299,0.09,2.42,X,Clayton Kershaw,Single,R
FF,-1.509,3.044,Swinging Strike,39,gid_2016_05_07_lanmlb_tormlb_1,93.6,195.739,2351.575,-3.21,11.37,S,Clayton Kershaw,Strikeout,L
FF,-0.435,1.258,Ball,39,gid_2016_05_07_lanmlb_tormlb_1,93.9,182.769,2598.369,-0.63,12.98,B,Clayton Kershaw,Strikeout,L
SL,-0.151,1.968,Called Strike,39,gid_2016_05_07_lanmlb_tormlb_1,88.8,170.923,1198.21,1,6.23,S,Clayton Kershaw,Strikeout,L
CU,0.229,1.279,Ball,39,gid_2016_05_07_lanmlb_tormlb_1,72.8,16.839,1906.54,3.65,-12.13,B,Clayton Kershaw,Strikeout,L
SL,-1.408,1.214,Swinging Strike,39,gid_2016_05_07_lanmlb_tormlb_1,87.7,161.872,502.491,0.84,2.53,S,Clayton Kershaw,Strikeout,L
FF,-0.372,0.821,Ball,40,gid_2016_05_07_lanmlb_tormlb_1,93.3,189.612,2279.022,-1.94,11.42,B,Clayton Kershaw,Double,R
SL,0.04,-0.164,Ball In Dirt,40,gid_2016_05_07_lanmlb_tormlb_1,87.8,197.791,666.265,-1.1,3.37,B,Clayton Kershaw,Double,R
FF,-0.959,3.061,Called Strike,40,gid_2016_05_07_lanmlb_tormlb_1,93.3,177.236,2466.098,0.6,12.4,S,Clayton Kershaw,Double,R
FF,0.282,1.034,Ball,40,gid_2016_05_07_lanmlb_tormlb_1,93.2,178.585,2533.213,0.32,12.8,B,Clayton Kershaw,Double,R
FF,-0.777,1.964,"In play, run(s)",40,gid_2016_05_07_lanmlb_tormlb_1,93.7,179.975,2294.253,0.01,11.67,X,Clayton Kershaw,Double,R
FF,-0.912,2.435,Called Strike,41,gid_2016_05_07_lanmlb_tormlb_1,94.4,162.093,2227.626,3.46,10.68,S,Clayton Kershaw,Strikeout,R
CU,0.365,2.103,Called Strike,41,gid_2016_05_07_lanmlb_tormlb_1,73.3,356.17,1717.934,-0.75,-11.29,S,Clayton Kershaw,Strikeout,R
SL,1.416,1.228,Ball,41,gid_2016_05_07_lanmlb_tormlb_1,89.9,201.226,1144.38,-2.17,5.55,B,Clayton Kershaw,Strikeout,R
SL,-0.776,0.524,Swinging Strike (Blocked),41,gid_2016_05_07_lanmlb_tormlb_1,89.8,194.037,734.325,-0.94,3.7,S,Clayton Kershaw,Strikeout,R
SL,0.04,1.866,Called Strike,45,gid_2016_05_07_lanmlb_tormlb_1,87.1,192.696,1063.659,-1.26,5.55,S,Clayton Kershaw,Groundout,R
CU,0.37,2.595,"In play, out(s)",45,gid_2016_05_07_lanmlb_tormlb_1,72.7,345.307,1550.726,-2.58,-9.89,X,Clayton Kershaw,Groundout,R
FF,-0.593,2.292,Foul,46,gid_2016_05_07_lanmlb_tormlb_1,92.6,157.632,2069.225,4,9.68,S,Clayton Kershaw,Strikeout,R
SL,-0.465,1.268,Ball,46,gid_2016_05_07_lanmlb_tormlb_1,87.1,214.502,982.736,-3,4.32,B,Clayton Kershaw,Strikeout,R
SL,-0.545,1.952,Foul,46,gid_2016_05_07_lanmlb_tormlb_1,87.6,231.813,624.056,-2.64,2.03,S,Clayton Kershaw,Strikeout,R
FF,1.106,1.336,Ball,46,gid_2016_05_07_lanmlb_tormlb_1,93.3,179.419,2132.279,0.11,10.77,B,Clayton Kershaw,Strikeout,R
CU,-1.427,-0.146,Ball,46,gid_2016_05_07_lanmlb_tormlb_1,74.1,358.489,1979.315,-0.34,-12.91,B,Clayton Kershaw,Strikeout,R
SL,-0.251,3.404,Foul,46,gid_2016_05_07_lanmlb_tormlb_1,86.7,248.18,522,-2.61,1,S,Clayton Kershaw,Strikeout,R
SL,0.122,3.12,Foul,46,gid_2016_05_07_lanmlb_tormlb_1,88.1,217.567,747.928,-2.42,3.1,S,Clayton Kershaw,Strikeout,R
SL,0.401,2.594,Swinging Strike,46,gid_2016_05_07_lanmlb_tormlb_1,86.9,206.084,894.337,-2.13,4.31,S,Clayton Kershaw,Strikeout,R
SL,0.038,3.026,"In play, out(s)",47,gid_2016_05_07_lanmlb_tormlb_1,87.4,227.243,837.833,-3.31,3.01,X,Clayton Kershaw,Groundout,R
SL,0.352,1.849,Swinging Strike,51,gid_2016_05_07_lanmlb_tormlb_1,86.9,220.636,999.643,-3.54,4.08,S,Clayton Kershaw,Strikeout,R
SL,0.293,2.933,Swinging Strike,51,gid_2016_05_07_lanmlb_tormlb_1,85.9,208.536,1220.53,-3.18,5.81,S,Clayton Kershaw,Strikeout,R
CU,0.173,0.878,Ball,51,gid_2016_05_07_lanmlb_tormlb_1,72.8,3.46,1888.709,0.75,-12.5,B,Clayton Kershaw,Strikeout,R
SL,-0.341,2.235,Swinging Strike,51,gid_2016_05_07_lanmlb_tormlb_1,88.4,175.213,1841.38,0.81,9.64,S,Clayton Kershaw,Strikeout,R
SL,-1.042,3.484,Ball,52,gid_2016_05_07_lanmlb_tormlb_1,86.9,180.851,934.184,-0.08,5.03,B,Clayton Kershaw,Single,L
FF,-1.647,1.256,Ball,52,gid_2016_05_07_lanmlb_tormlb_1,93.7,171.418,2276.968,1.72,11.36,B,Clayton Kershaw,Single,L
FF,-0.606,2.903,Foul,52,gid_2016_05_07_lanmlb_tormlb_1,93,174.992,2419.329,1.08,12.25,S,Clayton Kershaw,Single,L
SL,0.34,1.477,Swinging Strike,52,gid_2016_05_07_lanmlb_tormlb_1,87.2,176.835,1211.479,0.36,6.5,S,Clayton Kershaw,Single,L
FF,-0.321,2.739,"In play, no out",52,gid_2016_05_07_lanmlb_tormlb_1,93,179.22,2444.9,0.17,12.27,X,Clayton Kershaw,Single,L
SL,-0.566,2.894,Called Strike,53,gid_2016_05_07_lanmlb_tormlb_1,87.2,162.457,991.133,1.6,5.01,S,Clayton Kershaw,Grounded Into DP,R
FF,-0.228,2.468,"In play, out(s)",53,gid_2016_05_07_lanmlb_tormlb_1,92.8,181.16,1895.857,-0.2,9.6,X,Clayton Kershaw,Grounded Into DP,R
FF,-1.09,2.836,Called Strike,1,gid_2016_05_12_nynmlb_lanmlb_1,93.6,178.004,2199.023,0.38,10.97,S,Clayton Kershaw,Strikeout,L
FF,0.931,2.243,Ball,1,gid_2016_05_12_nynmlb_lanmlb_1,92.5,180.623,2908.294,-0.16,14.81,B,Clayton Kershaw,Strikeout,L
FF,0.013,1.781,Called Strike,1,gid_2016_05_12_nynmlb_lanmlb_1,91.9,187.936,2521.65,-1.78,12.74,S,Clayton Kershaw,Strikeout,L
CU,0.152,1.042,Swinging Strike,1,gid_2016_05_12_nynmlb_lanmlb_1,74.1,343.965,1180.419,-2.09,-7.32,S,Clayton Kershaw,Strikeout,L
FF,0.337,2.181,Called Strike,2,gid_2016_05_12_nynmlb_lanmlb_1,93.5,185.025,3051.825,-1.35,15.26,S,Clayton Kershaw,Groundout,R
SL,-0.64,2.169,"In play, out(s)",2,gid_2016_05_12_nynmlb_lanmlb_1,88.9,213.275,1216.177,-3.51,5.3,X,Clayton Kershaw,Groundout,R
FF,-0.573,1.377,Ball,3,gid_2016_05_12_nynmlb_lanmlb_1,93.9,188.559,2512.367,-1.89,12.48,B,Clayton Kershaw,Walk,R
FF,-0.141,2.598,Foul,3,gid_2016_05_12_nynmlb_lanmlb_1,93.3,177.404,2296.187,0.53,11.54,S,Clayton Kershaw,Walk,R
FF,-0.552,2.968,Foul,3,gid_2016_05_12_nynmlb_lanmlb_1,93.1,186.185,2296.661,-1.25,11.46,S,Clayton Kershaw,Walk,R
SL,0.159,1.18,Ball,3,gid_2016_05_12_nynmlb_lanmlb_1,87.6,237.267,891.377,-3.97,2.51,B,Clayton Kershaw,Walk,R
FF,1.483,2.657,Ball,3,gid_2016_05_12_nynmlb_lanmlb_1,93.8,184.718,2483.504,-1.01,12.21,B,Clayton Kershaw,Walk,R
FF,-1.858,2.109,Ball,3,gid_2016_05_12_nynmlb_lanmlb_1,94.2,180.049,2479.065,-0.01,12.24,B,Clayton Kershaw,Walk,R
FF,-0.006,2.654,Foul,4,gid_2016_05_12_nynmlb_lanmlb_1,94.3,187.421,2808.308,-1.8,13.8,S,Clayton Kershaw,Strikeout,R
SL,-0.467,1.053,Swinging Strike,4,gid_2016_05_12_nynmlb_lanmlb_1,87,224.34,1036.045,-3.84,3.88,S,Clayton Kershaw,Strikeout,R
SL,-0.375,0.063,Ball In Dirt,4,gid_2016_05_12_nynmlb_lanmlb_1,89.2,219.561,1111.399,-3.69,4.43,B,Clayton Kershaw,Strikeout,R
CU,0.432,1.382,Foul,4,gid_2016_05_12_nynmlb_lanmlb_1,73.7,339.733,1028.889,-2.28,-6.24,S,Clayton Kershaw,Strikeout,R
FF,1.204,3.69,Ball,4,gid_2016_05_12_nynmlb_lanmlb_1,93.8,177.101,3007.202,0.76,15,B,Clayton Kershaw,Strikeout,R
SL,-0.195,0.965,Swinging Strike,4,gid_2016_05_12_nynmlb_lanmlb_1,88.4,213.86,1195.694,-3.54,5.22,S,Clayton Kershaw,Strikeout,R
FF,-0.167,3.822,Ball,12,gid_2016_05_12_nynmlb_lanmlb_1,92.1,178.758,2506.051,0.27,12.6,B,Clayton Kershaw,Strikeout,R
FF,-0.952,3.281,Foul,12,gid_2016_05_12_nynmlb_lanmlb_1,92.6,185.058,2727.673,-1.2,13.54,S,Clayton Kershaw,Strikeout,R
FF,-0.419,3.33,Foul,12,gid_2016_05_12_nynmlb_lanmlb_1,92.9,180.915,2393.031,-0.19,12.07,S,Clayton Kershaw,Strikeout,R
CU,0.743,0.809,Ball,12,gid_2016_05_12_nynmlb_lanmlb_1,73.1,347.567,1040.358,-1.46,-6.68,B,Clayton Kershaw,Strikeout,R
SL,-0.586,1.587,Swinging Strike,12,gid_2016_05_12_nynmlb_lanmlb_1,88.5,213.994,1238.342,-3.65,5.37,S,Clayton Kershaw,Strikeout,R
FF,-0.44,2.815,"In play, out(s)",13,gid_2016_05_12_nynmlb_lanmlb_1,93.2,176.021,2435.734,0.85,12.14,X,Clayton Kershaw,Flyout,R
FF,-0.451,2.85,Called Strike,14,gid_2016_05_12_nynmlb_lanmlb_1,92.9,187.194,2706.26,-1.69,13.38,S,Clayton Kershaw,Strikeout,R
CU,0.376,2.63,Called Strike,14,gid_2016_05_12_nynmlb_lanmlb_1,73.4,350.809,1495.149,-1.54,-9.59,S,Clayton Kershaw,Strikeout,R
FF,1.027,2.651,Foul,14,gid_2016_05_12_nynmlb_lanmlb_1,94.7,181.473,3167.1,-0.41,15.71,S,Clayton Kershaw,Strikeout,R
SL,-0.051,1.291,Swinging Strike,14,gid_2016_05_12_nynmlb_lanmlb_1,88.4,189.841,1803.884,-1.63,9.36,S,Clayton Kershaw,Strikeout,R
FF,-0.192,2.407,Foul,19,gid_2016_05_12_nynmlb_lanmlb_1,92.9,181.862,2758.355,-0.45,13.78,S,Clayton Kershaw,Groundout,R
SL,-0.708,2.432,Swinging Strike,19,gid_2016_05_12_nynmlb_lanmlb_1,86.7,211.622,818.496,-2.29,3.67,S,Clayton Kershaw,Groundout,R
CU,-0.105,2.246,"In play, out(s)",19,gid_2016_05_12_nynmlb_lanmlb_1,74.1,342.135,1267.673,-2.46,-7.71,X,Clayton Kershaw,Groundout,R
FF,0.516,2.63,Called Strike,20,gid_2016_05_12_nynmlb_lanmlb_1,92.6,177.554,2784.988,0.6,13.98,S,Clayton Kershaw,Strikeout,R
FF,0.327,3.794,Ball,20,gid_2016_05_12_nynmlb_lanmlb_1,92.3,179.229,2591.183,0.18,13.05,B,Clayton Kershaw,Strikeout,R
FF,-0.144,2.618,Called Strike,20,gid_2016_05_12_nynmlb_lanmlb_1,91.7,179.381,2862.682,0.16,14.49,S,Clayton Kershaw,Strikeout,R
FF,-0.375,2.894,Called Strike,20,gid_2016_05_12_nynmlb_lanmlb_1,93.2,184.567,2734.149,-1.09,13.61,S,Clayton Kershaw,Strikeout,R
FF,0.55,3.789,Ball,21,gid_2016_05_12_nynmlb_lanmlb_1,93.6,181.797,3014.543,-0.47,14.99,B,Clayton Kershaw,Groundout,L
SL,0.386,1.437,Ball,21,gid_2016_05_12_nynmlb_lanmlb_1,88,205.01,1386.353,-3.09,6.58,B,Clayton Kershaw,Groundout,L
FF,-0.921,3.331,Ball,21,gid_2016_05_12_nynmlb_lanmlb_1,94,193.315,2216.745,-2.54,10.69,B,Clayton Kershaw,Groundout,L
FF,0.719,2.282,Called Strike,21,gid_2016_05_12_nynmlb_lanmlb_1,93.8,182.405,3166.967,-0.66,15.74,S,Clayton Kershaw,Groundout,L
FF,-0.34,2.186,Foul,21,gid_2016_05_12_nynmlb_lanmlb_1,93.8,184.739,2842.442,-1.17,14.08,S,Clayton Kershaw,Groundout,L
FF,-0.003,1.858,"In play, out(s)",21,gid_2016_05_12_nynmlb_lanmlb_1,94.3,179.831,2858.146,0.04,14.09,X,Clayton Kershaw,Groundout,L
FF,0.303,2.771,Foul,26,gid_2016_05_12_nynmlb_lanmlb_1,92.8,173.067,2976.877,1.82,14.94,S,Clayton Kershaw,Single,R
CU,1.428,0.769,Ball,26,gid_2016_05_12_nynmlb_lanmlb_1,73.5,357.847,1045.068,-0.25,-6.83,B,Clayton Kershaw,Single,R
FF,-0.009,2.304,"In play, no out",26,gid_2016_05_12_nynmlb_lanmlb_1,93,187.065,2897.949,-1.79,14.36,X,Clayton Kershaw,Single,R
FF,0.122,3.185,Foul,27,gid_2016_05_12_nynmlb_lanmlb_1,93.7,179.086,2793.027,0.22,13.9,S,Clayton Kershaw,Strikeout,R
SL,-0.855,0.56,Ball In Dirt,27,gid_2016_05_12_nynmlb_lanmlb_1,89.1,228.666,1091.845,-4.32,3.75,B,Clayton Kershaw,Strikeout,R
FF,0.535,3.955,Ball,27,gid_2016_05_12_nynmlb_lanmlb_1,92.6,184.115,2612.941,-0.94,13.07,B,Clayton Kershaw,Strikeout,R
SL,-0.514,1.38,Foul Tip,27,gid_2016_05_12_nynmlb_lanmlb_1,87.2,253.543,939.782,-4.78,1.37,S,Clayton Kershaw,Strikeout,R
SL,-0.555,1.064,Ball,27,gid_2016_05_12_nynmlb_lanmlb_1,89.8,200.791,1236.355,-2.28,5.97,B,Clayton Kershaw,Strikeout,R
SL,0.096,1.239,Swinging Strike,27,gid_2016_05_12_nynmlb_lanmlb_1,88.8,223.645,1463.135,-5.35,5.57,S,Clayton Kershaw,Strikeout,R
SL,0.055,2.587,Foul,28,gid_2016_05_12_nynmlb_lanmlb_1,87.5,214.646,892.679,-2.72,3.88,S,Clayton Kershaw,Grounded Into DP,R
FF,-1.097,1.264,Ball,28,gid_2016_05_12_nynmlb_lanmlb_1,94.3,187.993,2693.902,-1.87,13.25,B,Clayton Kershaw,Grounded Into DP,R
FF,0.016,2.616,"In play, out(s)",28,gid_2016_05_12_nynmlb_lanmlb_1,93.7,182.559,2670.078,-0.6,13.32,X,Clayton Kershaw,Grounded Into DP,R
FF,0.1,3.152,"In play, out(s)",32,gid_2016_05_12_nynmlb_lanmlb_1,92.8,179.272,2815.048,0.18,14.34,X,Clayton Kershaw,Groundout,R
FF,-0.204,2.656,Called Strike,33,gid_2016_05_12_nynmlb_lanmlb_1,92.6,176.3,2963.18,0.98,15.1,S,Clayton Kershaw,Lineout,R
CU,0.408,4.337,Ball,33,gid_2016_05_12_nynmlb_lanmlb_1,72.1,345.794,1579.454,-2.56,-10.2,B,Clayton Kershaw,Lineout,R
CU,0.837,0.982,Ball,33,gid_2016_05_12_nynmlb_lanmlb_1,73.1,348.218,1059.127,-1.42,-6.88,B,Clayton Kershaw,Lineout,R
FF,-0.707,3.116,"In play, out(s)",33,gid_2016_05_12_nynmlb_lanmlb_1,93.2,173.245,2662.198,1.58,13.28,X,Clayton Kershaw,Lineout,R
FF,-0.806,1.796,Foul,34,gid_2016_05_12_nynmlb_lanmlb_1,93.5,182.018,3111.405,-0.55,15.54,S,Clayton Kershaw,Strikeout,R
SL,0.266,2.221,Foul,34,gid_2016_05_12_nynmlb_lanmlb_1,88.7,186.05,1772.779,-0.99,9.28,S,Clayton Kershaw,Strikeout,R
