pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,barrel,Pitcher,Swing,Miss
FF,2020-09-02,97.8,-1.50426256495748,5.68316545125996,Adam Eaton,594809,554430,null,foul,NA,NA,NA,NA,2,null,R,L,R,PHI,WSH,S,null,null,0,0,2020,-0.46856463951058003,1.04959480872831,0.11,2.65,NA,435062,452678,2,6,Top,NA,NA,NA,NA,592663,NA,null,5.52640837420072,-142.30940437589,-5.17576685698976,-7.64037917881086,32.8250304878977,-16.9174040325481,2.98,1.4,238,75.5,33,99.296,2319,7.13447724796029,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.50426256495748,null,null,null,null,null,null,null,45,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,0,Wheeler,1,0
FF,2020-09-02,97.8,-1.36326814989907,5.70819736628744,Asdrubal Cabrera,452678,554430,single,hit_into_play_no_out,NA,NA,NA,NA,2,Asdrubal Cabrera singles on a ground ball to second baseman Jean Segura.   Howie Kendrick to 2nd.,R,L,R,PHI,WSH,X,4,ground_ball,1,1,2020,-0.674769981052148,0.624955456398807,0.05,3.41,NA,NA,435062,2,6,Top,146.59,131.1,NA,NA,592663,NA,null,5.46097380912386,-142.407306111333,-2.19396761686869,-10.4184642596169,31.602431526817,-23.3607828877639,3.37,1.62,122,99.5,8,99.48,2148,7.10926446600535,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.36326814989907,0.618,0.557,0.90,1,1,0,4,44,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard,0,Wheeler,1,0
FF,2020-09-02,97,-1.51521698837832,5.76118513279618,Asdrubal Cabrera,452678,554430,null,foul,NA,NA,NA,NA,4,null,R,L,R,PHI,WSH,S,null,null,1,0,2020,-0.593888807748466,1.07939109257818,-0.38,2.24,NA,NA,435062,2,6,Top,NA,NA,NA,NA,592663,NA,null,4.44924546622801,-141.117290141183,-6.42221386074888,-8.93914601848981,31.3455825923652,-16.4895351894527,3.37,1.62,259,89.8,53,98.117,2203,6.87695395086287,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.51521698837832,null,null,null,null,null,null,null,44,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard,0,Wheeler,1,0
FF,2020-09-02,96.7,-1.49719382700699,5.78486237930876,Asdrubal Cabrera,452678,554430,null,ball,NA,NA,NA,NA,11,null,R,L,R,PHI,WSH,B,null,null,0,0,2020,-0.253216969318412,1.18946041359086,-0.29,3.93,NA,NA,435062,2,6,Top,NA,NA,NA,NA,592663,NA,null,3.85210722114035,-140.815595513559,-2.13132570324535,-4.23416829882886,31.4592903812173,-16.0575601312728,3.4,1.69,NA,NA,NA,97.983,2227,6.93540686650846,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.49719382700699,null,null,null,null,null,null,null,44,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard,NA,Wheeler,0,0
SI,2020-09-02,97.2,-1.58836340805885,5.59867029762629,Howie Kendrick,435062,554430,walk,ball,NA,NA,NA,NA,11,Howie Kendrick walks.,R,R,R,PHI,WSH,B,null,null,3,2,2020,-1.19441486122849,1.04651666088822,-1.42,2.99,NA,NA,NA,2,6,Top,NA,NA,NA,NA,592663,NA,null,3.26242383903744,-141.500851712769,-3.94080285699998,-16.7933223969725,32.2883762798505,-17.4210493538964,2.93,1.33,NA,NA,NA,98.934,2156,7.23344391199332,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.58836340805885,null,null,0.70,1,0,0,null,43,7,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
FF,2020-09-02,97.4,-1.42192002534182,5.74011440662084,Howie Kendrick,435062,554430,null,foul,NA,NA,NA,NA,8,null,R,R,R,PHI,WSH,S,null,null,3,2,2020,-0.469444329222438,1.22617665035759,-0.25,1.72,NA,NA,NA,2,6,Top,NA,NA,NA,NA,592663,NA,null,4.29612154294843,-141.640096318224,-8.22685460001294,-7.27006631453742,30.3473104283513,-14.0078516002983,3.06,1.41,286,91.6,44,98.986,2384,7.07029172794761,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.42192002534182,null,null,null,null,null,null,null,43,6,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,0,Wheeler,1,0
SI,2020-09-02,97,-1.51235493259545,5.66188439210876,Howie Kendrick,435062,554430,null,called_strike,NA,NA,NA,NA,11,null,R,R,R,PHI,WSH,S,null,null,3,1,2020,-1.38931646942976,0.647432523281738,-0.91,2.92,NA,NA,NA,2,6,Top,NA,NA,NA,NA,592663,NA,null,4.84979454284805,-141.203825195766,-3.31647609146107,-19.6998076225823,31.5443258733249,-22.9579368848182,2.89,1.44,NA,NA,NA,98.425,2199,7.02402836379547,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.51235493259545,null,null,null,null,null,null,null,43,5,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
FF,2020-09-02,97.4,-1.41301881991087,5.75837290815514,Howie Kendrick,435062,554430,null,ball,NA,NA,NA,NA,7,null,R,R,R,PHI,WSH,B,null,null,2,1,2020,-0.464269880807583,1.10880588388256,-0.7,1.72,NA,NA,NA,2,6,Top,NA,NA,NA,NA,592663,NA,null,3.02425270991011,-141.734350460951,-8.01651286006769,-6.93407299610446,30.0899496499966,-15.633977054757,2.88,1.38,NA,NA,NA,99.07,2424,7.05986711120193,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.41301881991087,null,null,null,null,null,null,null,43,4,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
SL,2020-09-02,91.2,-1.75289088104381,5.71947881240324,Howie Kendrick,435062,554430,null,ball,NA,NA,NA,NA,14,null,R,R,R,PHI,WSH,B,null,null,1,1,2020,0.356190843763258,0.37563752332226,0.37,1.04,NA,NA,NA,2,6,Top,NA,NA,NA,NA,592663,NA,null,4.62179742643949,-132.700786739733,-6.8169760144053,3.3409216109636,25.7769589798001,-26.5581298572139,2.93,1.42,NA,NA,NA,92.698,2487,6.9772106953192,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.75289088104381,null,null,null,null,null,null,null,43,3,Slider,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
FF,2020-09-02,97.5,-1.58436181935581,5.72148742404839,Howie Kendrick,435062,554430,null,called_strike,NA,NA,NA,NA,6,null,R,R,R,PHI,WSH,S,null,null,1,0,2020,-0.624586867226154,1.13084372987233,0.37,1.9,NA,NA,NA,2,6,Top,NA,NA,NA,NA,592663,NA,null,6.77738266774354,-141.807373992104,-7.48044890522645,-9.92952676795464,30.6956051315776,-15.3927003359252,2.83,1.35,NA,NA,NA,99.016,2394,7.04163001303252,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.58436181935581,null,null,null,null,null,null,null,43,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
CU,2020-09-02,81,-1.55203740015261,5.83125495006118,Howie Kendrick,435062,554430,null,ball,NA,NA,NA,NA,14,null,R,R,R,PHI,WSH,B,null,null,0,0,2020,0.842388152488774,-0.972281589314341,0.61,0.89,NA,NA,NA,2,6,Top,NA,NA,NA,NA,592663,NA,null,3.24962600427812,-117.870234369428,-2.53438249498793,7.18584175978595,23.3461270517322,-40.9299024005728,2.9,1.34,NA,NA,NA,81.651,2615,6.82344244392132,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.55203740015261,null,null,null,null,null,null,null,43,1,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
FF,2020-09-02,97.3,-1.52114329648019,5.72059124740027,Juan Soto,665742,554430,field_out,hit_into_play,NA,NA,NA,NA,8,"Juan Soto grounds out sharply, shortstop Didi Gregorius to first baseman Neil Walker.",R,L,R,PHI,WSH,X,6,ground_ball,3,2,2020,-0.461328849608483,0.986505693361601,0.01,1.45,NA,NA,NA,1,6,Top,134.5,144.08,NA,NA,592663,NA,null,5.23446589386457,-141.520434991233,-8.34203962870768,-7.34219212266642,29.9349093878731,-17.2465897600589,3.09,1.51,6,100.3,-15,99.065,2357,7.13278843349244,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.52114329648019,0.276,0.249,0.00,1,0,0,2,42,6,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard,0,Wheeler,1,0
FF,2020-09-02,97.4,-1.36746932719358,5.76655438162048,Juan Soto,665742,554430,null,ball,NA,NA,NA,NA,12,null,R,L,R,PHI,WSH,B,null,null,2,2,2020,-0.21158198677143,1.1144606640387,1.49,2.64,NA,NA,NA,1,6,Top,NA,NA,NA,NA,592663,NA,null,8.27489049807625,-141.711481294826,-5.54158023156137,-4.6134096421433,29.8827673980066,-16.0525682034631,2.84,1.49,NA,NA,NA,99.058,2388,7.0473582571962,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.36746932719358,null,null,null,null,null,null,null,42,5,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard,NA,Wheeler,0,0
FF,2020-09-02,97.1,-1.49285265241427,5.79588928381915,Juan Soto,665742,554430,null,foul_tip,NA,NA,NA,NA,4,null,R,L,R,PHI,WSH,S,null,null,2,1,2020,-0.462211739743311,1.01539728445874,-0.8,2.52,NA,NA,NA,1,6,Top,NA,NA,NA,NA,592663,NA,null,2.95785972598108,-141.344072131121,-5.67655061480515,-6.85574927853502,29.8686085042715,-17.4788041746723,3.09,1.51,NA,NA,NA,98.593,2181,6.94322122774375,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.49285265241427,null,null,null,null,null,null,null,42,4,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,1,0
CH,2020-09-02,90.1,-1.54735842660026,5.7660717146302,Juan Soto,665742,554430,null,ball,NA,NA,NA,NA,13,null,R,L,R,PHI,WSH,B,null,null,1,1,2020,-1.00762283229145,0.957788243345878,-1.88,2.1,NA,NA,NA,1,6,Top,NA,NA,NA,NA,592663,NA,null,1.32042017843962,-131.12900937018,-5.23400108090311,-11.912915977058,27.4334486522282,-20.2275601896165,3.17,1.62,NA,NA,NA,91.155,1815,6.89471452310385,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.54735842660026,null,null,null,null,null,null,null,42,3,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
SI,2020-09-02,95.8,-1.51406895477598,5.66408250536542,Juan Soto,665742,554430,null,ball,NA,NA,NA,NA,13,null,R,L,R,PHI,WSH,B,null,null,0,1,2020,-1.33051919334985,1.11953448158005,-1.18,1.49,NA,NA,NA,1,6,Top,NA,NA,NA,NA,592663,NA,null,3.92764127046797,-139.28102865746,-8.00963254859233,-18.2024473811679,31.3743967710335,-15.994107214666199,3.18,1.61,NA,NA,NA,96.852,2238,6.94273601026001,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.51406895477598,null,null,null,null,null,null,null,42,2,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
CH,2020-09-02,90.3,-1.62616839006831,5.67984928318991,Juan Soto,665742,554430,null,called_strike,NA,NA,NA,NA,7,null,R,L,R,PHI,WSH,S,null,null,0,0,2020,-0.981278094513938,0.882353253814794,-0.69,1.92,NA,NA,NA,1,6,Top,NA,NA,NA,NA,592663,NA,null,4.49955818237511,-131.476790141143,-5.39733052311004,-12.3336381526464,26.9936870733407,-20.9984192810072,3.2,1.62,NA,NA,NA,91.77,1762,7.07161841872811,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.62616839006831,null,null,null,null,null,null,null,42,1,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
FF,2020-09-02,96.6,-1.46139749501635,5.74572591430896,Trea Turner,607208,554430,field_out,hit_into_play,NA,NA,NA,NA,1,Trea Turner lines out sharply to center fielder Adam Haseley.,R,R,R,PHI,WSH,X,8,line_drive,3,2,2020,-0.530611383216918,0.967695944152087,-0.52,2.92,NA,NA,NA,0,6,Top,106.91,57.85,NA,NA,592663,NA,null,3.77773413690971,-140.61467008317,-4.23790600073539,-7.89217419753575,31.3886589556336,-18.5757001678428,3.35,1.67,338,106.1,17,97.926,2291,6.98294954205833,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.46139749501635,0.639,0.792,0.00,1,0,0,5,41,7,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,0,Wheeler,1,0
SI,2020-09-02,96.4,-1.55374484423024,5.69446164359563,Trea Turner,607208,554430,null,ball,NA,NA,NA,NA,11,null,R,R,R,PHI,WSH,B,null,null,2,2,2020,-1.20935097610819,0.929372248154772,-0.59,3.85,NA,NA,NA,0,6,Top,NA,NA,NA,NA,592663,NA,null,5.38414362433542,-140.314905928307,-1.4397243564392599,-17.1973865008653,32.4851677224777,-19.7978762035298,3.28,1.7,NA,NA,NA,97.549,2240,6.97623422870428,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.55374484423024,null,null,null,null,null,null,null,41,6,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
CU,2020-09-02,81,-1.73103082352171,5.81949047841368,Trea Turner,607208,554430,null,foul,NA,NA,NA,NA,13,null,R,R,R,PHI,WSH,S,null,null,2,2,2020,0.969355577642066,-0.916845845131227,-0.67,1.53,NA,NA,NA,0,6,Top,NA,NA,NA,NA,592663,NA,null,0.526900058378919,-117.903619534525,-1.1535481960417,8.88761948914115,24.0025448430796,-40.6757286425215,3.35,1.67,NA,NA,NA,81.48,2584,6.75689913709007,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.73103082352171,null,null,null,null,null,null,null,41,5,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,1,0
SI,2020-09-02,96,-1.47174186834279,5.77184359421419,Trea Turner,607208,554430,null,foul,NA,NA,NA,NA,11,null,R,R,R,PHI,WSH,S,null,null,2,1,2020,-1.06566185637263,1.02948740711073,-1.07,2.83,NA,NA,NA,0,6,Top,NA,NA,NA,NA,592663,NA,null,3.52336085529944,-139.790831372837,-4.58271840669303,-14.7699764846347,31.4846043079695,-17.8455983789562,3.35,1.67,258,98.4,15,97.131,2222,6.89161199524015,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.47174186834279,null,null,null,null,null,null,null,41,4,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,0,Wheeler,1,0
SL,2020-09-02,89.8,-1.63779536626861,5.75248588110417,Trea Turner,607208,554430,null,ball,NA,NA,NA,NA,14,null,R,R,R,PHI,WSH,B,null,null,1,1,2020,0.566496157017975,0.387770263140797,1.87,1.65,NA,NA,NA,0,6,Top,NA,NA,NA,NA,592663,NA,null,7.54608683999653,-130.557709769162,-4.97495750842128,4.72763824010135,29.6412404853923,-26.8358610222137,3.42,1.71,NA,NA,NA,90.398,2483,6.88134739601381,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.63779536626861,null,null,null,null,null,null,null,41,3,Slider,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
CH,2020-09-02,89.9,-1.61193992881047,5.79685006259075,Trea Turner,607208,554430,null,ball,NA,NA,NA,NA,13,null,R,R,R,PHI,WSH,B,null,null,0,1,2020,-1.1296628279864,1.03209844184641,-0.21,0.7,NA,NA,NA,0,6,Top,NA,NA,NA,NA,592663,NA,null,5.936098108724,-130.667480369276,-8.93724398987928,-14.1800255589564,26.135070672273,-18.6733837249897,3.37,1.68,NA,NA,NA,90.881,1806,6.83435058615904,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.61193992881047,null,null,null,null,null,null,null,41,2,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
FF,2020-09-02,96.6,-1.40996380787714,5.92468835128513,Trea Turner,607208,554430,null,swinging_strike,NA,NA,NA,NA,3,null,R,R,R,PHI,WSH,S,null,null,0,0,2020,-0.414438719911941,1.35382093688146,0.5,3.07,NA,NA,NA,0,6,Top,NA,NA,NA,NA,592663,NA,null,6.102096023505,-140.59223805634,-5.20863561367898,-6.82266282434092,29.9437426103414,-13.2020522717352,3.35,1.67,NA,NA,NA,98.064,2272,6.96689867796127,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.40996380787714,null,null,null,null,null,null,null,41,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,1,1
SI,2020-09-02,96.2,-1.51589759827108,5.72328899034355,Victor Robles,645302,554430,field_out,hit_into_play,NA,NA,NA,NA,5,"Victor Robles grounds out, shortstop Didi Gregorius to first baseman Neil Walker.",R,R,R,PHI,WSH,X,6,ground_ball,3,2,2020,-1.06129367837963,1.1639415964031,-0.24,2.53,NA,NA,NA,2,5,Top,108.45,147.21,NA,NA,592663,NA,null,5.87484331053476,-139.917842791346,-5.59190081302259,-15.271339791514,31.8422221126044,-15.8095703317921,3.46,1.63,123,95.8,7,97.52,2312,7.08126898414935,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.51589759827108,0.568,0.534,0.00,1,0,0,4,37,6,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,0,Wheeler,1,0
SL,2020-09-02,89.5,-1.74242641320522,5.72494432844219,Victor Robles,645302,554430,null,ball,NA,NA,NA,NA,14,null,R,R,R,PHI,WSH,B,null,null,2,2,2020,0.43123481107966,0.304054697246707,1.29,0.21,NA,NA,NA,2,5,Top,NA,NA,NA,NA,592663,NA,null,6.61911021513953,-130.016818600495,-8.30362116214942,3.53114140653106,26.8512477693197,-27.1747958063858,3.27,1.5,NA,NA,NA,90.326,2485,6.85118015161788,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.74242641320522,null,null,null,null,null,null,null,37,5,Slider,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
CU,2020-09-02,80.5,-1.65236174599566,5.81572194659707,Victor Robles,645302,554430,null,ball,NA,NA,NA,NA,14,null,R,R,R,PHI,WSH,B,null,null,1,2,2020,0.889583034966204,-0.981970833913915,0.64,-0.12,NA,NA,NA,2,5,Top,NA,NA,NA,NA,592663,NA,null,3.42883924523191,-117.142264607259,-4.58113622036313,7.38711659865546,24.8637904805944,-40.3948997137464,3.14,1.43,NA,NA,NA,80.955,2578,6.88033119323398,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.65236174599566,null,null,null,null,null,null,null,37,4,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
CU,2020-09-02,80.9,-1.63838932817093,5.80150744633085,Victor Robles,645302,554430,null,ball,NA,NA,NA,NA,14,null,R,R,R,PHI,WSH,B,null,null,0,2,2020,0.847273167109269,-1.14238225227688,1.21,-0.08,NA,NA,NA,2,5,Top,NA,NA,NA,NA,592663,NA,null,4.7881106860549,-117.623266618147,-4.26545800202116,6.84107591021098,24.0476731384161,-42.0676781512398,3.23,1.49,NA,NA,NA,81.528,2573,6.93816197036133,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.63838932817093,null,null,null,null,null,null,null,37,3,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
FF,2020-09-02,95.5,-1.47445716017507,5.87261678995199,Victor Robles,645302,554430,null,swinging_strike,NA,NA,NA,NA,2,null,R,R,R,PHI,WSH,S,null,null,0,1,2020,-0.366680452176664,0.897987151068791,0.01,3.36,NA,NA,NA,2,5,Top,NA,NA,NA,NA,592663,NA,null,4.80418990709103,-139.101173731757,-3.08644122484495,-5.78716998697542,28.9674033125141,-19.9993409595109,3.46,1.63,NA,NA,NA,97.231,2296,7.05920793719669,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.47445716017507,null,null,null,null,null,null,null,37,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,1,1
SL,2020-09-02,89.2,-1.77018817722852,5.77221846119,Victor Robles,645302,554430,null,swinging_strike,NA,NA,NA,NA,14,null,R,R,R,PHI,WSH,S,null,null,0,0,2020,0.217590807292852,0.37744390131615,0.45,1.21,NA,NA,NA,2,5,Top,NA,NA,NA,NA,592663,NA,null,5.05715810825753,-129.804528135117,-6.05641542913208,1.42431918812251,26.6720254964357,-26.8480876842846,3.46,1.63,NA,NA,NA,90.296,2416,6.9154478171829,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.77018817722852,null,null,null,null,null,null,null,37,1,Slider,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,1,1
FF,2020-09-02,95.5,-1.35899686406672,5.93334021866822,Luis Garcia,671277,554430,field_out,hit_into_play,NA,NA,NA,NA,13,"Luis Garcia grounds out, third baseman Alec Bohm to first baseman Neil Walker.",R,L,R,PHI,WSH,X,5,ground_ball,1,0,2020,-0.432345417086351,1.02077246170456,-0.96,2.27,NA,NA,NA,1,5,Top,109.27,155.19,NA,NA,592663,NA,null,2.05191280714443,-139.061295316609,-6.40664575758247,-6.07039832828839,30.7327663641302,-17.7035858494926,3.38,1.64,5,70.7,-25,96.826,2246,6.97455065880139,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.35899686406672,0.053,0.048,0.00,1,0,0,2,36,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,0,Wheeler,1,0
CU,2020-09-02,79.9,-1.72222373698375,5.97206426694012,Luis Garcia,671277,554430,null,ball,NA,NA,NA,NA,14,null,R,L,R,PHI,WSH,B,null,null,0,0,2020,1.04476727208385,-0.927116299267991,1.92,-0.63,NA,NA,NA,1,5,Top,NA,NA,NA,NA,592663,NA,null,6.07400262393513,-116.168316071397,-6.02157726952228,8.16422154115887,23.6365114436422,-39.4996671839392,3.37,1.58,NA,NA,NA,79.988,2597,6.59250855809095,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.72222373698375,null,null,null,null,null,null,null,36,1,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
CU,2020-09-02,79.6,-1.59894624572976,5.92906325548806,Brock Holt,571788,554430,strikeout,swinging_strike,NA,NA,NA,NA,9,Brock Holt strikes out swinging.,R,L,R,PHI,WSH,S,2,null,1,2,2020,1.16567230144472,-0.889080303544637,0.73,1.44,NA,NA,NA,0,5,Top,NA,NA,NA,NA,592663,NA,null,2.95348924602975,-115.973036572057,-1.4285613714015,9.91300402652167,22.5838731372549,-40.1180048338024,3.18,1.53,NA,NA,NA,80.451,2613,6.89938305771529,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.59894624572976,null,null,0.00,1,0,0,null,35,4,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,1,1
SL,2020-09-02,89.7,-1.7060309879738,5.84188987121434,Brock Holt,571788,554430,null,swinging_strike,NA,NA,NA,NA,8,null,R,L,R,PHI,WSH,S,null,null,1,1,2020,0.507990127171044,0.486633287237769,0.04,1.43,NA,NA,NA,0,5,Top,NA,NA,NA,NA,592663,NA,null,3.27988433432236,-130.591450741377,-6.03473465896371,5.15909727361849,26.6261583666175,-25.5609278683552,3.18,1.53,NA,NA,NA,90.79,2399,6.85209384280216,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.7060309879738,null,null,null,null,null,null,null,35,3,Slider,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,1,1
SL,2020-09-02,89.8,-1.85690061880098,5.77189725083264,Brock Holt,571788,554430,null,ball,NA,NA,NA,NA,13,null,R,L,R,PHI,WSH,B,null,null,0,1,2020,0.0814859748458743,0.741352741760202,-0.02,0.7,NA,NA,NA,0,5,Top,NA,NA,NA,NA,592663,NA,null,4.42807407704864,-130.552211838966,-8.26477730302009,0.0680661761350432,25.6105228934411,-22.2094164968141,3.31,1.5,NA,NA,NA,91.215,2494,7.04261771690764,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.85690061880098,null,null,null,null,null,null,null,35,2,Slider,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
FF,2020-09-02,94.3,-1.54162023397062,5.91794133362184,Brock Holt,571788,554430,null,called_strike,NA,NA,NA,NA,6,null,R,L,R,PHI,WSH,S,null,null,0,0,2020,-0.571800023296091,1.12676395737648,0.79,2.65,NA,NA,NA,0,5,Top,NA,NA,NA,NA,592663,NA,null,7.44111741435924,-137.085652810766,-5.39938382037419,-8.77763486771222,28.156120745489,-16.940954516348,3.3,1.52,NA,NA,NA,95.795,2335,7.04438855659313,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.54162023397062,null,null,null,null,null,null,null,35,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,NA,Wheeler,0,0
SI,2020-09-02,96.7,-1.60736576226087,5.63803631680289,Kurt Suzuki,435559,554430,strikeout,swinging_strike,NA,NA,NA,NA,2,Kurt Suzuki strikes out swinging.,R,R,R,PHI,WSH,S,2,null,1,2,2020,-1.27748137607071,1.03788960620739,-0.11,3.25,NA,NA,NA,2,4,Top,NA,NA,NA,NA,592663,NA,null,7.00651538692462,-140.713218689676,-3.21220571102486,-18.564890774821,32.0144301915976,-17.8504822795106,3.13,1.46,NA,NA,NA,97.916,2149,6.98099666649295,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.60736576226087,null,null,0.00,1,0,0,null,27,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,NA,Wheeler,1,1
SI,2020-09-02,97.1,-1.52464666272972,5.56046081958626,Kurt Suzuki,435559,554430,null,foul,NA,NA,NA,NA,8,null,R,R,R,PHI,WSH,S,null,null,1,1,2020,-1.17018851436618,0.909917056231833,-0.2,1.66,NA,NA,NA,2,4,Top,NA,NA,NA,NA,592663,NA,null,6.36668925979289,-141.190133490046,-7.12879614766181,-17.1054029638475,32.3374837656679,-18.5512897016001,3.13,1.46,3,91.3,-48,99,2191,7.40201431057872,631145,554430,592663,435522,516416,664761,544369,457705,656514,457803,-1.52464666272972,null,null,null,null,null,null,null,27,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,0,Wheeler,1,0
